34,3,15,12,1,15,5,1
2,117,10,2,3,5,5,1
7,10,37,6,0,2,4,1
1,5,1,29,0,6,2,0
0,6,2,6,20,8,8,2
3,5,4,10,2,68,1,0
1,6,14,2,3,11,41,1
5,9,15,2,2,2,5,42
